,bloggername,title,description,postdate
980,싱깅이블로그,"<b>강남역맛집</b> 알부자 - 푸짐한 알찜, 알전골",<b>강남역 맛집</b> 알요리전문점 알부자 전에 한 번 다녀왔는데 너무 맛있어서 다시 찾았다 월요일 일곱시쯤... 많이 못 먹고 원태가 다 먹었다ㅋㅋㅋ 마무리는 식혜~~ 진짜 배불리 잘 먹었당ㅎㅎ <b>강남역 맛집</b> 알부자!!,20180612
981,♥시장가는여자♥,<b>강남역 맛집</b> 어글리스토브 단체모임 가능한 곳,ㅡㅡㅋ <b>강남역 맛집</b> 어글리스토브 다음에는 브런치 하러 달려가게쓰~~~ 강남역 아래 골목에는 프랜차이즈 카페가 대부분이라서 식상하셨다면 위로 쭉 올라가세요. 가성비까지 좋은 어.글.리.스.토.브. 브런치... ,20181008
982,인애킴 91년 양띠여자 뷰티패션블로그,<b>강남역 맛집</b> 데이트 하기 좋은 라그릴리아 봄신메뉴 존맛,오늘은 데이트 하기 좋은 <b>강남역 맛집</b> 을 소개해드릴려고 해요! 지난 일요일 낮에 다녀온 라그릴리아... 정말 분위기 좋고 강남역 데이트 하기 좋은 맛집 라그릴리아 인정합니다!! ㅋㅋ 점심메뉴부터... ,20180320
983,"유까의 끄적끄적, 궁시렁궁시렁",<b>강남역 맛집</b> 또먹공 싶다용 ♬,샵이 강남역 1번출구 바로 근처인 푸르지오 시티에 있었기 때문에 거기서 밥먹고 가면 딱 좋을것... 들어가버렸답니당 <b>강남역 맛집</b> : 희래식당 맛있는 중국가정식 전문점인 이곳 우선 외관부터 통유리로 되어... ,20181001
984,그림 + 여행 = 모로하나,<b>강남역 맛집</b> : 라클렛 치즈쌈이 맛있는 메이드바이오즈... ,라클렛 치즈쌈 먹은 이야기 제품을 무상 제공받아 솔직하게 후기 작성했습니다. #<b>강남역맛집</b> #메이드바이오즈 #라클렛 #치즈쌈 #강남역술집 #강남역펍 #신논현역맛집 #신논현맛집 #신논현역술집 #강남맛집,20180914
985,방콕 데솔 ; 뷰티 해외 여행,<b>강남역 맛집</b> 추천 받았어욤,"강남 신논현역 사번출구앞 새론 건물 하나 생겼던데, 여기 괜찮다고 친한언니가 소개해줘서 다녀왔어요. <b>강남역 맛집</b> 추천 받아 일부러 찾아간건 오랜만인듯 해요. 남사친이랑 다녀오긴했는데, 그냥 친한베프랑... ",20161031
986,행복이란 보물 찾아 유랑하는,<b>강남역 맛집</b> 세상 맛난 한우 파티!! 소고기 좋아하는 사람 추천!,한 친구가 차가 있어서 오랜만에 <b>강남역 맛집</b>으로 나들이를 가기로 했다. 발렛도 되는 이 곳은... 맛있음ㅜㅜ 강남역엔 참 맛집이 많은 것 같다ㅋㅋㅋ 오늘도 잘.먹.었.습.니.당! 영업시간 : 매일 11시반... ,20180815
987,툥하 블로그,"<b>강남역 맛집</b>, <b>강남역맛집</b> 베스트10 :: 메이드바이오즈",주말데이트하면서 강남에 갔어용 ㅎㅎ 점심을 뭐 먹지~? 고민하다가 간 곳은 바로바로 <b>강남역 맛집</b>... 진짜 사람 많았어요 아무리 주말이라지만 &gt;&lt; 맛집 인정쓰에요 홍대랑 강남 매장이 두곳이더라구요 보니까... ,20180812
988,꼬의아침,<b>강남역 맛집</b> 딘타이펑,<b>강남역 맛집</b> 딘타이펑 오랜만에 딘타이펑 오랜만에 소나기도 시원하게 우산없어서 비 맞은 생쥐가 될 뻔 하였으나 살았구요 부산에서 온 다정이 오랜만인데 엊그제 본거 같아 강남역 딘타이펑 평일... ,20180529
989,*부둥부둥 BearChoo 부부 이야기*,"<b>강남역맛집</b>_쌀국수/홍대쌀국수,땀땀","#<b>강남역맛집</b> #홍대쌀국수 일하는 곳이 강남역 한 가운데 있다 보니.. 본의아니게 <b>강남역 맛집</b>;;;투어를 하게된다. 일부러 강남까지 나오지 않아도 되어서 좋지만, 매번 회사밥을 여유로운 일반시민들사이에서... ",20180530
990,유리구두의 세공사,<b>강남역 맛집</b>  드디어 갔다왔어요,<b>강남역 맛집</b> 드디어 갔다왔어요 안녕하세요 클라우딘입니다 일요일에 먹기위해 월~토 일하는 중이에요ㅎㅎ 지난주말에는 진짜 진짜 모처럼 강남역을 다녀왔는데 파히타 맛있게 하는 곳이 있다 그래서... ,20180725
991,요이의 소소한이야기,강남역 저렴한 술집 / <b>강남역 맛집</b>인 '베트남이랑' 추천,강남역 반미 맛집 이라고 소개를 해야하나 싶을정도의 비쥬얼과 맛이예요 지금도 먹으러 가고 싶네요 ㅠㅠ <b>강남역 맛집</b>으로 소개시키고 싶을 정도로 너무 맛있었던 반미예요 호치민이나 하노이에서도 반미... ,20181104
992,A t e l i e r P e a c h,<b>강남역 맛집</b> 강남진해장 강추,"<b>강남역 맛집</b> 진해장 강추 저 곱창전골 좋아하는데, 특히 중앙해장 완전 매니아예요. 근데 지인들이 업그레이드 버젼이라고 진해장 가보라고 하길래. 갔어요 여기는 24시간 영업이구요!강남역 한복판에 있어용 ㅎ... ",20180807
993,The journey is the reward,[<b>강남역 맛집</b>] 곱창 맛집 60년 전통 &lt;신촌황소곱창&gt;에서! (+가격표),타지도 않은 상태가 되어 맛있게 계속 즐길 수 있다 뇸뇸뇸 친구와 도란도란 얘기나누며 먹는 곱창과 술은 그야말로 꿀맛! <b>강남역 맛집</b> 어디갈지 모르겠을 땐 강남역 존맛 곱창 맛집 신촌황소곱창으로 꼬우꼬우!,20180822
994,ssomerry,<b>강남역 맛집</b> / 미역국 정찬 온끼,<b>강남역 맛집</b> / 미역국 정찬 온끼 전화번호 : 02-583-7709 영업시간 : 11:00 ~ 15:00 / 17:00 ~ 22:00 오랜만에 그니그니랑 강남에서 만나서 건강하게 한식먹자! 해서 강남역 한식맛집 찾아보다 보니 발견한 온끼... ,20180719
995,하이디 표류기 ♪,낙원타코 : 인스타 핫한 <b>강남역 맛집</b> ☆,"♡ 강남 핫한 맛집을 찾아 인스타 폭풍 검색한 낙원타코! :) 다음에 남친이랑 함께 가야겠어요오옹!... 만족해서 다음에 또! 요건, 제가 안 먹어서 모름ㅋ_ㅋ 다시가고 싶은 <b>강남역 맛집</b>, #낙원타코 #후기끝",20180722
996,무상훈 :: 한국의 미슐랭가이드 를 꿈꾸다,<b>강남역 맛집</b> 피맥 존예~,<b>강남역 맛집</b> 피맥 잘하는 존예♡ 이제 본격적인 연휴의 시작인가요? ㅋㅋ <b>강남역 맛집</b> blog 입니다... 챱챱 강남역 치지이탈이라니는 파스타와 피자 맛집으로 나름 유명세를 떨치더라구요,20170429
997,좡페이지 :D,<b>강남역 맛집</b> 베스트10 부야스곱창 최고!,"<b>강남역 맛집</b> 베스트10 부야스곱창 정말 오랜만의 강남역 외출- 몇 년 동안 출퇴근하면서의 고된 기억... 예전에 근처에 맛집을 몰라서 이름이 유명한 보쌈,족발집에 주문을 했는데..... 족발에서 진짜 발냄새가... ",20180823
998,Lovely Tommy,"<b>강남역맛집</b>,수요미식회낙지볶음&lt;개미집&gt;",돈주고 사먹었습니다. #강남역낙지볶음 #낙지볶음개미집강남점 #개미집 #<b>강남역맛집</b> #테레란로맛집 #강남낙지볶음맛집 #수요미식회낙지볶음 #낙지볶음개미집 #낙지볶음맛집,20180904
999,하이뷰티,<b>강남역 맛집</b> 매운 불고기 라클렛 치즈쌈 남여노소 좋아할 존맛!,"두 시간짜리 강의라 후딱 밥부터 먹기로 하고~ 휘리릭 강남 맛집을 검색해봤어요.. ㅋㅋㅋ 강남역... 남여노소 누구나 다 좋아할 만한 맛이라, 누구와 가도 욕먹지 않을만한 <b>강남역 맛집</b>이 되겠습니다. 배부르게... ",20180712
1000,쟈쟈졔의 여행 라이프,<b>강남역</b> 카페 &lt;춘화당&gt; 차 종류가 다양한 <b>찻집</b>,#<b>강남역</b>카페 / #<b>강남</b><b>찻집</b> 춘화당 *주소: 서울 <b>강남</b>구 <b>강남</b>대로110길 62 (<b>강남역</b> 11번출구 또는 신논현역 4번출구) *연락처: 02-567-6663 *영업시간 월-금: 오후 3시~ 밤 12시 토-일: 오후 1시~ 밤 10시 (목요일 휴무) *커피... ,20181228
1001,신명나게 살기,20180119_<b>강남역</b>_<b>찻집</b>_라포레,커피집이 많은 골목을 돌아다니다가 들어간 <b>찻집</b>. 라포레. 이 곳은 무려 대학원 시절 한 번 방문한 적이... 클래식한 분위기의 <b>찻집</b>임. 밤시간이라 커피 마시기에는 부담스러워서 차를 골랐음. 라즈베리차였나???... ,20180708
1002,*헤메는자 다 길 잃은 것은 아니다*,<b>강남역 찻집</b> 헬로티 오픈이벤트 행사 대박,강남역 CGV 찻집 헬로티 오픈이벤트 행사로 저렴하게 친구들과의 강남 점심 모임 가진뒤 차 한잔 하기위해서 나섰다 발견한곳... <b>강남역 찻집</b> 헬로티라는 곳인데 오픈이벤트가 대박이라서 소개해봐요. 사실... ,20171221
1003,셍비디바비디부 -,<b>강남역 찻집</b>&amp;카페 || 춘화당,오랜만에 친구들과 <b>강남</b>에서 접선 <b>강남</b>은 사람이 많아서 조용한 카페 찾다가 친구가 이곳에... ㅋㅋ <b>강남역</b>에서 분위기있고 조용하게 즐길수있는 카페&amp;<b>찻집</b>이 있다면 여기!! 찾기 좀 힘들수도있지만 찾아 간 만큼... ,20180726
1004,다녀왔습니다 :),춘화당; <b>강남역</b> 조용한 카페? <b>찻집</b>,"#강남역카페 보다는 #<b>강남역찻집</b> #춘화당 역에서 멀어서 걸어가는데 좀 힘들긴 했지만, 강남역에서 이렇게 한적하게 차를 마실 수 있다는 것이 큰 장점이다b 영업시간이 13시부터라 참고해야 할 듯! 차의... ",20180602
1005,안녕하세요?,<b>강남역</b> 카페 꽃잎 꽃잎차가 맛있는 분위기 있는 <b>찻집</b>,"<b>강남역</b>에 요즘 핫한 꽃잎카페를 다녀왔습니다. 플라워카페를 몇 번 간적 있지만 <b>강남역</b>에서는 처음인데요. 사람이 많은 11번출구에서 오른쪽으로 살짝 벗어난 골목에 위치해 있는데, 밤에 찾았더니 테이블에... ",20180505
1006,내가 꾸미는 세상,<b>강남역</b> 쉬어가기 좋은 <b>찻집</b> 공차~,왔는데 강남역11번출구앞은 사람을 기다릴만한 장소가 별로 없다 대로변이라야 만나기 편해서 찾는데 한개도 안보이다가 찾은 <b>강남역 찻집</b> 공차 찻집이라한것은 이곳은 커피가 메뉴에 없더이다 온리 차종류... ,20150131
1007,포비코비의 포근한 일상,<b>강남역</b> 전통<b>찻집</b> 카페래이,"<b>강남역</b> 전통<b>찻집</b> 카페래이에서는 김부각, 강정, 유과, 무차, 감피차, 우엉차등 팔고 있더라구요. 저도 감피차 하나 구매해 왔어요. 이건 메뉴판인데 참고 하시라고 올립니다. 가격은 전통<b>찻집</b>이라 그런지 저렴한... ",20160629
1008,구니로그,[<b>강남역 찻집</b>] 카페 래이(來怡),"신분당선 <b>강남역</b> 근처 <b>강남</b> 아르누보씨티 2층에 위치한 <b>찻집</b>, 카페 래이. 친한 언니와 수다떨 겸 언닌 일하고 난 책 읽을겸 조용한 카페서 만난 건데 조용할 뿐더러 우리 맘에 쏙 들던 곳이었다. 깔끔하고 편안한... ",20160310
1009,난초가 살아가는 법,<b>강남역</b> 전통<b>찻집</b> &quot;유리향기&quot;,요즘은 까페든 <b>찻집</b>이든 가게 되면 거의 일에 관련된 경우가 되어버렸네요. 나이 들면서 점점 재미없는 아줌마가 되어가고 있는 건 아닌지 <b>강남</b>으로 오가는 전철 안에서 새초롬이 앉아 생각에 잠겨보았습니다...,20130127
1010,MBC 홍보국 큐피터 블로그♥,연기자들과 함께하는 <b>강남역</b> 착한일일<b>찻집</b>+_+ 한지혜-연정훈... ,<b>강남역</b> 근처에서 &lt;금 나와라 뚝딱!&gt;의 '착한일일<b>찻집</b>'이 열렸답니다 +_+ 다들 다녀오셨나요? 저는 녹화 말고도 생생한 현장소식을 전해드리기 위해 다녀왔답니다.. 그럼 금 나와라 뚝딱의 배우들이 함께한... ,20130902
1011,dreammoon11님의블로그,신논현역 예쁜 <b>찻집</b> 클로리스 (CHLORIS Tea Rooms),신논현역 4번출구로 나가 바로 오른쪽 골목으로 직진하거나 혹은 <b>강남역</b> 11번출구로 나가서 직진해서 5분가량 걸으면 있다. <b>찻집</b>이라서 정말 다양한 종류의 허브티가 많이 있고 선물용으로 포장 판매도 한다.... ,20180127
1012,혼자사는 여자의 기록,<b>강남역</b> 맛집 맛있는 것만 튀겨줍니다!,유명한 <b>강남역</b> 맛집으로 핫플레이스라고 하더라구요! 식사를 할 수도 있고 간단히 맥주도 마실 수 있는... 여기는 약간 <b>찻집</b> 느낌을 주기도 했어요ㅋㅋ 사이좋게 다닥다닥 모여 앉아 담소를 즐기기에 딱인 듯... ,20181023
1013,날고마켓,강남역커피숍추천/<b>강남역찻집</b>/레이지버드/디톡스찻집... ,<b>강남역</b>에서 급 만났어요.. 잇님들 직접만나고 이런거 재밌어요 &gt;0&lt; 너무 다들 좋으신 분들이고.. 원래... 사진들이 다 칙칙함.....ㅠㅠㅠㅠㅠㅠㅠㅠ <b>강남역</b> 3번출구 로 나와 언덕올라가면 은근 사람 많이... ,20150601
1014,쟈쟈졔의 여행 라이프,<b>강남역</b> 모임장소 &lt;어글리스토브&gt; 치즈듬뿍 파스타 맛집,#<b>강남역</b>모임장소 / #<b>강남역</b>맛집 어글리스토브 Ugly Stove *위치: 서울 <b>강남</b>구 <b>강남</b>대로98길 20 (<b>강남역</b>... 날 <b>강남역</b>에 정말 괜찮은 <b>찻집</b>도 발견했는데 그 포스팅도 기다려주세요 ~~~ 옷걸이까지 준비해주시는 센쑤!!!... ,20181218
1015,어린왕자의 화장품 별,[<b>강남역찻집</b>] 에브리데이 차 / EVERYDAY CHAA / 퓨전찻집... ,저 어린왕자는 저번주에 한 <b>강남역</b>에 있는 <b>찻집</b>에 다녀왔나니... 바로 여기 에브리데이 차 (EVERYDAY CHAA) 였습니다. 참고로 2호선 <b>강남역</b> 10번출구 바디샵 옆 골목으로 쭉 들어가시면 여기 에브리데이 차가 있는데요... ,20111110
1016,다우림(茶友林),10월 19일 심야<b>찻집</b> 신청 안내,(서울시 강남구 도곡로 3길 25 삼성애니텔 309호) [인원] 선착순 6명(전용 폼으로 신청) [비용] 1인 35... 알람을 꼬옥 맞춰주세요 ;) #심야찻집 #다우림 #오룡차 #홍차 #<b>강남역찻집</b> #티파티 #다우림차실... ,20181008
1017,레이라의 낭만핑크라이프 ♬ :D,"[<b>강남역 찻집</b>, 강남역 카페] 차오름 - 몸에 좋은 차와 모찌와플이... ","<b>강남역</b> 신분당선쪽에 위치한 <b>찻집</b> '차오름' 학원 근처라, 오가면서 항상 궁금했는데 한번 맛보곤 와아안전 반해버린곳!!+ㅅ+ <b>강남역</b> 차오름 위치는 신분당선 3번출구 나와서 지도처럼 쭉~ 직진만 하면... ",20140225
1018,연상연하 유아독존,[<b>강남역</b> 오가다] 전통 한방 <b>찻집</b> 오가다,"요즘 아이들이 점심 먹고 나서 들리는 전통 한방 <b>찻집</b> 오가다. 五嘉茶, 다섯가지 아름다운 차???... 전통 한방 <b>찻집</b>이라고 해서 인사동 <b>찻집</b> 분위기는 전혀 아닌듯... 앉아서 얘기하면서 차마실 수 있는 테이블도... ",20101014
1019,별걸다하는여자,[<b>강남역</b>카페/<b>찻집</b>] 한국식 디져트카페 차오름 : TEA OREUM,오름 ------------------------------------------------------------------- <b>강남역</b>을 배회하다가 괜찮은(?) 그니깐;;... ㅋㅋㅋ * <b>강남</b>점 주소:서울특별시 <b>강남</b>구 역삼동 826-27 제이스타워 1층 영업시간 : 평일 8시~23시//토요일 9시... ,20140212
1020,autumnsoldier<가을의 전사>,전통<b>찻집</b>-민들레 울(<b>강남역</b> 근처 ),<b>강남역</b> 근처에서 전통<b>찻집</b>을 찾기는 하늘의 별따기... 모처럼 아늑한 분위기와 향기를 느끼기 위해... 집은 <b>찻집</b> 분위기와 딱 맞는 주인 아주머니의 후덕한 인심도 금방 느낄수 있다. <b>강남</b> 한복판에서 저렴한... ,20070116
